domainID,siteID,horizontalPosition,verticalPosition,startDateTime,endDateTime,tempTripleMean,tempTripleMinimum,tempTripleMaximum,tempTripleVariance,tempTripleNumPts,tempTripleExpUncert,tempTripleStdErMean,finalQF,publicationDate,release
D01,HARV,000,060,2019-06-01T00:00:00Z,2019-06-01T00:30:00Z,19.0098,18.5588,19.4139,0.0266,1800,0.0825,0.0038,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T00:30:00Z,2019-06-01T01:00:00Z,18.6757,18.3828,19.0659,0.0192,1800,0.0824,0.0033,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T01:00:00Z,2019-06-01T01:30:00Z,18.6612,18.3449,18.9988,0.0196,1800,0.0823,0.0033,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T01:30:00Z,2019-06-01T02:00:00Z,18.5802,17.6414,18.9899,0.0678,1800,0.0826,0.0061,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T02:00:00Z,2019-06-01T02:30:00Z,17.8721,17.5181,18.2179,0.0215,1800,0.0822,0.0035,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T02:30:00Z,2019-06-01T03:00:00Z,17.2177,16.7078,17.6669,0.0607,1800,0.0823,0.0058,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T03:00:00Z,2019-06-01T03:30:00Z,16.7131,16.4305,16.9614,0.0144,1800,0.0818,0.0028,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T03:30:00Z,2019-06-01T04:00:00Z,16.6994,16.3452,16.9236,0.0165,1800,0.0818,0.003,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T04:00:00Z,2019-06-01T04:30:00Z,16.8659,16.5916,17.0171,0.0068,1800,0.0818,0.0019,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T04:30:00Z,2019-06-01T05:00:00Z,16.7638,16.4588,17.0255,0.0149,1800,0.0818,0.0029,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T05:00:00Z,2019-06-01T05:30:00Z,16.1194,15.6403,16.5502,0.0464,1800,0.0819,0.0051,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T05:30:00Z,2019-06-01T06:00:00Z,15.6181,15.1833,15.974,0.0241,1800,0.0816,0.0037,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T06:00:00Z,2019-06-01T06:30:00Z,15.0883,14.7591,15.3984,0.0164,1800,0.0814,0.003,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T06:30:00Z,2019-06-01T07:00:00Z,14.505,14.0989,15.1252,0.0385,1800,0.0815,0.0046,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T07:00:00Z,2019-06-01T07:30:00Z,13.8779,13.4922,14.524,0.0475,1800,0.0814,0.0051,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T07:30:00Z,2019-06-01T08:00:00Z,13.4224,12.9929,13.7995,0.0236,1800,0.0811,0.0036,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T08:00:00Z,2019-06-01T08:30:00Z,12.6381,12.2169,13.1703,0.0455,1800,0.081,0.005,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T08:30:00Z,2019-06-01T09:00:00Z,12.4952,11.9197,12.9487,0.0901,1800,0.0813,0.0071,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T09:00:00Z,2019-06-01T09:30:00Z,11.7549,11.204,12.0975,0.0301,1800,0.0807,0.0041,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T09:30:00Z,2019-06-01T10:00:00Z,11.2133,10.8577,11.6027,0.028,1800,0.0806,0.0039,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T10:00:00Z,2019-06-01T10:30:00Z,11.1713,10.6991,11.5817,0.0344,1800,0.0806,0.0044,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T10:30:00Z,2019-06-01T11:00:00Z,11.1873,10.5844,12.2559,0.2227,1800,0.0819,0.0111,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T11:00:00Z,2019-06-01T11:30:00Z,13.0756,12.2174,13.4393,0.104,1800,0.0815,0.0076,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T11:30:00Z,2019-06-01T12:00:00Z,13.1533,12.7962,13.4654,0.0312,1800,0.081,0.0042,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T12:00:00Z,2019-06-01T12:30:00Z,13.3931,13.2518,13.4796,0.0017,1800,0.0809,0.001,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T12:30:00Z,2019-06-01T13:00:00Z,13.9737,13.4005,15.0025,0.1887,1800,0.0824,0.0102,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T13:00:00Z,2019-06-01T13:30:00Z,15.3017,14.7204,15.6788,0.0414,1800,0.0816,0.0048,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T13:30:00Z,2019-06-01T14:00:00Z,16.0072,15.3232,16.684,0.1121,1800,0.0823,0.0079,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T14:00:00Z,2019-06-01T14:30:00Z,16.8761,16.3037,17.6907,0.1005,1800,0.0825,0.0075,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T14:30:00Z,2019-06-01T15:00:00Z,18.0408,17.3815,18.8589,0.1032,1800,0.0828,0.0076,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T15:00:00Z,2019-06-01T15:30:00Z,19.0087,18.1743,20.1,0.1851,1800,0.0836,0.0101,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T15:30:00Z,2019-06-01T16:00:00Z,19.7116,19.1236,20.8732,0.1205,1800,0.0834,0.0082,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T16:00:00Z,2019-06-01T16:30:00Z,20.4748,19.9817,21.2125,0.0692,1800,0.0832,0.0062,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T16:30:00Z,2019-06-01T17:00:00Z,20.9796,20.3343,21.9516,0.1401,1800,0.0838,0.0088,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T17:00:00Z,2019-06-01T17:30:00Z,21.142,20.4185,21.9597,0.0985,1800,0.0836,0.0074,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T17:30:00Z,2019-06-01T18:00:00Z,21.1696,20.5245,21.7019,0.0605,1800,0.0833,0.0058,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T18:00:00Z,2019-06-01T18:30:00Z,21.4417,20.8862,22.014,0.059,1800,0.0833,0.0057,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T18:30:00Z,2019-06-01T19:00:00Z,21.6019,21.0065,22.4437,0.1656,1800,0.0841,0.0096,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T19:00:00Z,2019-06-01T19:30:00Z,21.756,21.1343,22.5056,0.0904,1800,0.0836,0.0071,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T19:30:00Z,2019-06-01T20:00:00Z,21.8565,21.3232,22.265,0.0555,1800,0.0834,0.0056,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T20:00:00Z,2019-06-01T20:30:00Z,22.0498,21.758,22.4202,0.0276,1800,0.0832,0.0039,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T20:30:00Z,2019-06-01T21:00:00Z,22.2657,22.1008,22.5211,0.0088,1800,0.0832,0.0022,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T21:00:00Z,2019-06-01T21:30:00Z,22.0148,21.8509,22.1608,0.0077,1800,0.0831,0.0021,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T21:30:00Z,2019-06-01T22:00:00Z,21.982,21.831,22.1994,0.0105,1800,0.0831,0.0024,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T22:00:00Z,2019-06-01T22:30:00Z,21.4974,21.2084,21.8313,0.0242,1800,0.0831,0.0037,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T22:30:00Z,2019-06-01T23:00:00Z,20.9772,20.7678,21.2117,0.0151,1800,0.0829,0.0029,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T23:00:00Z,2019-06-01T23:30:00Z,20.5535,20.266,20.7881,0.0192,1800,0.0828,0.0033,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-01T23:30:00Z,2019-06-02T00:00:00Z,19.6978,18.4836,20.3343,0.2428,1800,0.084,0.0116,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T00:00:00Z,2019-06-02T00:30:00Z,17.7742,17.021,18.631,0.2087,1800,0.0834,0.0108,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T00:30:00Z,2019-06-02T01:00:00Z,16.532,16.0898,17.0559,0.0779,1800,0.0822,0.0066,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T01:00:00Z,2019-06-02T01:30:00Z,15.6936,15.2522,16.195,0.0567,1800,0.0819,0.0056,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T01:30:00Z,2019-06-02T02:00:00Z,15.0087,14.6188,15.3569,0.0284,1800,0.0815,0.004,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T02:00:00Z,2019-06-02T02:30:00Z,14.353,13.9832,14.698,0.0391,1800,0.0814,0.0047,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T02:30:00Z,2019-06-02T03:00:00Z,13.7818,13.4966,14.0522,0.019,1800,0.0811,0.0032,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T03:00:00Z,2019-06-02T03:30:00Z,13.6016,13.3719,13.8346,0.0079,1800,0.081,0.0021,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T03:30:00Z,2019-06-02T04:00:00Z,13.434,13.1815,13.6823,0.0165,1800,0.081,0.003,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T04:00:00Z,2019-06-02T04:30:00Z,13.2241,13.0433,13.358,0.0062,1800,0.0809,0.0019,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T04:30:00Z,2019-06-02T05:00:00Z,12.9016,12.6177,13.1365,0.0132,1800,0.0808,0.0027,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T05:00:00Z,2019-06-02T05:30:00Z,12.4927,12.278,12.752,0.0158,1800,0.0808,0.003,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T05:30:00Z,2019-06-02T06:00:00Z,12.3455,12.2045,12.631,0.0077,1800,0.0807,0.0021,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T06:00:00Z,2019-06-02T06:30:00Z,12.3603,12.2839,12.5177,0.0024,1800,0.0806,0.0012,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T06:30:00Z,2019-06-02T07:00:00Z,12.3131,12.25,12.3896,9e-4,1800,0.0806,7e-4,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T07:00:00Z,2019-06-02T07:30:00Z,12.1355,11.9897,12.2599,0.0057,1800,0.0806,0.0018,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T07:30:00Z,2019-06-02T08:00:00Z,11.9092,11.7474,12.0487,0.005,1800,0.0805,0.0017,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T08:00:00Z,2019-06-02T08:30:00Z,11.7986,11.6247,11.9295,0.0053,1800,0.0805,0.0017,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T08:30:00Z,2019-06-02T09:00:00Z,11.7408,11.6437,11.7959,0.0013,1800,0.0804,9e-4,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T09:00:00Z,2019-06-02T09:30:00Z,11.7717,11.7507,11.798400000000001,1e-4,1800,0.0804,2e-4,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T09:30:00Z,2019-06-02T10:00:00Z,11.7758,11.7299,11.8729,5e-4,1800,0.0805,5e-4,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T10:00:00Z,2019-06-02T10:30:00Z,11.9352,11.7928,12.1546,0.0098,1800,0.0806,0.0023,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T10:30:00Z,2019-06-02T11:00:00Z,12.1749,12.0544,12.2975,0.0022,1800,0.0806,0.0011,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T11:00:00Z,2019-06-02T11:30:00Z,12.5721,12.2794,12.9611,0.0375,1800,0.0809,0.0046,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T11:30:00Z,2019-06-02T12:00:00Z,13.1672,12.8775,13.6264,0.0361,1800,0.0811,0.0045,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T12:00:00Z,2019-06-02T12:30:00Z,13.9614,13.4698,14.3797,0.0659,1800,0.0815,0.006,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T12:30:00Z,2019-06-02T13:00:00Z,14.3566,14.1761,14.5969,0.0058,1800,0.0812,0.0018,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T13:00:00Z,2019-06-02T13:30:00Z,14.7538,14.5073,15.0429,0.0108,1800,0.0813,0.0024,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T13:30:00Z,2019-06-02T14:00:00Z,15.0512,14.8721,15.3463,0.008,1800,0.0814,0.0021,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T14:00:00Z,2019-06-02T14:30:00Z,15.4053,15.0637,15.9954,0.0636,1800,0.0819,0.0059,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T14:30:00Z,2019-06-02T15:00:00Z,15.9034,15.5226,16.469,0.0393,1800,0.0818,0.0047,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T15:00:00Z,2019-06-02T15:30:00Z,16.5533,16.103,17.221,0.041,1800,0.082,0.0048,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T15:30:00Z,2019-06-02T16:00:00Z,17.4966,16.5451,18.3573,0.2325,1800,0.0835,0.0114,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T16:00:00Z,2019-06-02T16:30:00Z,18.4622,17.71,19.1444,0.0837,1800,0.0828,0.0068,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T16:30:00Z,2019-06-02T17:00:00Z,19.0892,18.3447,20.0918,0.1687,1800,0.0835,0.0097,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T17:00:00Z,2019-06-02T17:30:00Z,19.709,18.7233,20.4871,0.137,1800,0.0834,0.0087,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T17:30:00Z,2019-06-02T18:00:00Z,20.0068,19.4683,20.4883,0.0729,1800,0.083,0.0064,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T18:00:00Z,2019-06-02T18:30:00Z,20.5948,19.9977,21.4483,0.1007,1800,0.0834,0.0075,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T18:30:00Z,2019-06-02T19:00:00Z,21.3385,20.8577,22.014,0.0621,1800,0.0833,0.0059,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T19:00:00Z,2019-06-02T19:30:00Z,20.9906,20.4374,21.337,0.0594,1800,0.0832,0.0057,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T19:30:00Z,2019-06-02T20:00:00Z,20.2045,19.966,20.4345,0.0115,1800,0.0827,0.0025,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T20:00:00Z,2019-06-02T20:30:00Z,19.8851,19.5607,20.0886,0.013,1800,0.0826,0.0027,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T20:30:00Z,2019-06-02T21:00:00Z,16.1363,15.4827,19.5531,0.6881,1800,0.1523,0.0196,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T21:00:00Z,2019-06-02T21:30:00Z,16.1793,15.5122,16.5423,0.0859,1800,0.0821,0.0069,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T21:30:00Z,2019-06-02T22:00:00Z,16.595,16.4537,16.7848,0.0046,1800,0.0817,0.0016,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T22:00:00Z,2019-06-02T22:30:00Z,16.6638,16.5163,16.9162,0.0077,1800,0.0818,0.0021,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T22:30:00Z,2019-06-02T23:00:00Z,16.5713,16.3863,16.7589,0.0128,1800,0.0817,0.0027,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T23:00:00Z,2019-06-02T23:30:00Z,16.3494,16.3005,16.4301,8e-4,1800,0.0816,7e-4,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-02T23:30:00Z,2019-06-03T00:00:00Z,16.3601,16.2862,16.4519,0.0012,1800,0.0816,8e-4,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T00:00:00Z,2019-06-03T00:30:00Z,16.3807,16.2608,16.5365,0.0065,1800,0.0817,0.0019,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T00:30:00Z,2019-06-03T01:00:00Z,16.2029,15.9823,16.362,0.0105,1800,0.0816,0.0024,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T01:00:00Z,2019-06-03T01:30:00Z,15.8238,15.0084,16.1274,0.1091,1800,0.0822,0.0078,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T01:30:00Z,2019-06-03T02:00:00Z,14.9151,14.7473,15.0848,0.0074,1800,0.0813,0.002,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T02:00:00Z,2019-06-03T02:30:00Z,15.0092,14.8552,15.1384,0.0035,1800,0.0813,0.0014,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T02:30:00Z,2019-06-03T03:00:00Z,14.7156,14.4667,14.9778,0.0223,1800,0.0814,0.0035,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T03:00:00Z,2019-06-03T03:30:00Z,14.0586,13.5463,14.4644,0.0673,1800,0.0815,0.0061,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T03:30:00Z,2019-06-03T04:00:00Z,13.0451,12.5814,13.6383,0.0762,1800,0.0814,0.0065,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T04:00:00Z,2019-06-03T04:30:00Z,12.3299,11.9715,12.5909,0.0184,1800,0.0807,0.0032,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T04:30:00Z,2019-06-03T05:00:00Z,11.7644,11.3989,12.2366,0.0432,1800,0.0808,0.0049,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T05:00:00Z,2019-06-03T05:30:00Z,11.3786,10.998,11.6125,0.0213,1800,0.0805,0.0034,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T05:30:00Z,2019-06-03T06:00:00Z,11.0183,10.562,11.7038,0.0641,1800,0.0808,0.006,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T06:00:00Z,2019-06-03T06:30:00Z,10.5618,10.0706,11.011,0.0393,1800,0.0805,0.0047,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T06:30:00Z,2019-06-03T07:00:00Z,10.186,9.6639,10.6738,0.063,1800,0.0805,0.0059,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T07:00:00Z,2019-06-03T07:30:00Z,10.209,9.6936,10.6411,0.0479,1800,0.0804,0.0052,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T07:30:00Z,2019-06-03T08:00:00Z,9.9968,9.5518,10.445,0.043,1800,0.0804,0.0049,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T08:00:00Z,2019-06-03T08:30:00Z,9.2905,8.3603,9.9843,0.1927,1800,0.0812,0.0103,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T08:30:00Z,2019-06-03T09:00:00Z,8.4845,7.9579,8.9366,0.0446,1800,0.08,0.005,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T09:00:00Z,2019-06-03T09:30:00Z,8.4891,8.1246,8.6785,0.0102,1800,0.0797,0.0024,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T09:30:00Z,2019-06-03T10:00:00Z,7.942,7.5594,8.7363,0.0795,1800,0.0802,0.0066,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T10:00:00Z,2019-06-03T10:30:00Z,7.7448,7.3677,8.169,0.0535,1800,0.0799,0.0055,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T10:30:00Z,2019-06-03T11:00:00Z,8.4329,7.9776,8.7707,0.0466,1800,0.08,0.0051,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T11:00:00Z,2019-06-03T11:30:00Z,9.0497,8.6906,9.414,0.0396,1800,0.0801,0.0047,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T11:30:00Z,2019-06-03T12:00:00Z,9.8065,9.4139,10.1932,0.0556,1800,0.0804,0.0056,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T12:00:00Z,2019-06-03T12:30:00Z,10.5158,10.1882,10.9619,0.0394,1800,0.0805,0.0047,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T12:30:00Z,2019-06-03T13:00:00Z,11.132,10.6942,11.796,0.055,1800,0.0808,0.0055,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T13:00:00Z,2019-06-03T13:30:00Z,11.6933,11.2278,12.0943,0.029,1800,0.0807,0.004,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T13:30:00Z,2019-06-03T14:00:00Z,12.3491,11.6754,13.0515,0.0981,1800,0.0813,0.0074,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T14:00:00Z,2019-06-03T14:30:00Z,12.888,12.4434,13.537,0.0723,1800,0.0813,0.0063,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T14:30:00Z,2019-06-03T15:00:00Z,13.657,13.0864,14.3243,0.1002,1800,0.0817,0.0075,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T15:00:00Z,2019-06-03T15:30:00Z,14.081,13.7103,14.5915,0.0408,1800,0.0814,0.0048,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T15:30:00Z,2019-06-03T16:00:00Z,14.2224,13.7661,14.6914,0.0467,1800,0.0814,0.0051,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T16:00:00Z,2019-06-03T16:30:00Z,14.5825,13.7683,15.3989,0.1645,1800,0.0823,0.0096,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T16:30:00Z,2019-06-03T17:00:00Z,14.8635,14.2953,15.7301,0.0852,1800,0.0819,0.0069,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T17:00:00Z,2019-06-03T17:30:00Z,15.062,14.5383,15.7529,0.0875,1800,0.0819,0.007,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T17:30:00Z,2019-06-03T18:00:00Z,15.1913,14.5808,16.1059,0.1299,1800,0.0823,0.0085,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T18:00:00Z,2019-06-03T18:30:00Z,14.8925,14.4974,15.8075,0.0638,1800,0.0818,0.006,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T18:30:00Z,2019-06-03T19:00:00Z,14.7459,14.3797,15.2059,0.0272,1800,0.0814,0.0039,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T19:00:00Z,2019-06-03T19:30:00Z,14.6642,14.28,15.1509,0.0528,1800,0.0816,0.0054,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T19:30:00Z,2019-06-03T20:00:00Z,14.5851,14.1503,15.2662,0.0765,1800,0.0818,0.0065,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T20:00:00Z,2019-06-03T20:30:00Z,14.1303,13.852,14.4849,0.0413,1800,0.0814,0.0048,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T20:30:00Z,2019-06-03T21:00:00Z,13.9755,13.7619,14.5748,0.0582,1800,0.0815,0.0057,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T21:00:00Z,2019-06-03T21:30:00Z,13.9715,13.5843,14.4627,0.0399,1800,0.0813,0.0047,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T21:30:00Z,2019-06-03T22:00:00Z,13.5092,13.0199,13.8732,0.0427,1800,0.0812,0.0049,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T22:00:00Z,2019-06-03T22:30:00Z,12.703,12.3616,13.018,0.0288,1800,0.0809,0.004,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T22:30:00Z,2019-06-03T23:00:00Z,11.9372,11.5861,12.3699,0.0486,1800,0.0809,0.0052,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T23:00:00Z,2019-06-03T23:30:00Z,11.4041,11.0693,11.6054,0.0181,1800,0.0805,0.0032,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-03T23:30:00Z,2019-06-04T00:00:00Z,10.9789,10.8624,11.1203,0.0038,1800,0.0803,0.0015,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-04T00:00:00Z,2019-06-04T00:30:00Z,10.7207,10.2893,10.954,0.0267,1800,0.0804,0.0039,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-04T00:30:00Z,2019-06-04T01:00:00Z,9.9288,9.5292,10.4157,0.0443,1800,0.0804,0.005,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-04T01:00:00Z,2019-06-04T01:30:00Z,9.713,9.4283,9.9232,0.0085,1800,0.08,0.0022,0,20230213T171138Z,RELEASE-2024
D01,HARV,000,060,2019-06-04T01:30:00Z,2019-06-04T02:00:00Z,9.3788,8.944,9.7009,0.0271,1800,0.0801,0.0039,0,20230213T171138Z,RELEASE-2024
