siteID,startDateTime,endDateTime,tempTripleMean,tempTripleMaximum,tempTripleMinimum,tempTripleVariance
HARV,2019-06-01T00:00:00Z,2019-06-01T00:30:00Z,19.0098,19.4139,18.5588,0.0266
HARV,2019-06-01T00:30:00Z,2019-06-01T01:00:00Z,18.6757,19.0659,18.3828,0.0192
HARV,2019-06-01T01:00:00Z,2019-06-01T01:30:00Z,18.6612,18.9988,18.3449,0.0196
HARV,2019-06-01T01:30:00Z,2019-06-01T02:00:00Z,18.5802,18.9899,17.6414,0.0678
HARV,2019-06-01T02:00:00Z,2019-06-01T02:30:00Z,17.8721,18.2179,17.5181,0.0215
HARV,2019-06-01T02:30:00Z,2019-06-01T03:00:00Z,17.2177,17.6669,16.7078,0.0607
HARV,2019-06-01T03:00:00Z,2019-06-01T03:30:00Z,16.7131,16.9614,16.4305,0.0144
HARV,2019-06-01T03:30:00Z,2019-06-01T04:00:00Z,16.6994,16.9236,16.3452,0.0165
HARV,2019-06-01T04:00:00Z,2019-06-01T04:30:00Z,16.8659,17.0171,16.5916,0.0068
HARV,2019-06-01T04:30:00Z,2019-06-01T05:00:00Z,16.7638,17.0255,16.4588,0.0149
HARV,2019-06-01T05:00:00Z,2019-06-01T05:30:00Z,16.1194,16.5502,15.6403,0.0464
HARV,2019-06-01T05:30:00Z,2019-06-01T06:00:00Z,15.6181,15.974,15.1833,0.0241
HARV,2019-06-01T06:00:00Z,2019-06-01T06:30:00Z,15.0883,15.3984,14.7591,0.0164
HARV,2019-06-01T06:30:00Z,2019-06-01T07:00:00Z,14.505,15.1252,14.0989,0.0385
HARV,2019-06-01T07:00:00Z,2019-06-01T07:30:00Z,13.8779,14.524,13.4922,0.0475
HARV,2019-06-01T07:30:00Z,2019-06-01T08:00:00Z,13.4224,13.7995,12.9929,0.0236
HARV,2019-06-01T08:00:00Z,2019-06-01T08:30:00Z,12.6381,13.1703,12.2169,0.0455
HARV,2019-06-01T08:30:00Z,2019-06-01T09:00:00Z,12.4952,12.9487,11.9197,0.0901
HARV,2019-06-01T09:00:00Z,2019-06-01T09:30:00Z,11.7549,12.0975,11.204,0.0301
HARV,2019-06-01T09:30:00Z,2019-06-01T10:00:00Z,11.2133,11.6027,10.8577,0.028
HARV,2019-06-01T10:00:00Z,2019-06-01T10:30:00Z,11.1713,11.5817,10.6991,0.0344
HARV,2019-06-01T10:30:00Z,2019-06-01T11:00:00Z,11.1873,12.2559,10.5844,0.2227
HARV,2019-06-01T11:00:00Z,2019-06-01T11:30:00Z,13.0756,13.4393,12.2174,0.104
HARV,2019-06-01T11:30:00Z,2019-06-01T12:00:00Z,13.1533,13.4654,12.7962,0.0312
HARV,2019-06-01T12:00:00Z,2019-06-01T12:30:00Z,13.3931,13.4796,13.2518,0.0017
HARV,2019-06-01T12:30:00Z,2019-06-01T13:00:00Z,13.9737,15.0025,13.4005,0.1887
HARV,2019-06-01T13:00:00Z,2019-06-01T13:30:00Z,15.3017,15.6788,14.7204,0.0414
HARV,2019-06-01T13:30:00Z,2019-06-01T14:00:00Z,16.0072,16.684,15.3232,0.1121
HARV,2019-06-01T14:00:00Z,2019-06-01T14:30:00Z,16.8761,17.6907,16.3037,0.1005
HARV,2019-06-01T14:30:00Z,2019-06-01T15:00:00Z,18.0408,18.8589,17.3815,0.1032
HARV,2019-06-01T15:00:00Z,2019-06-01T15:30:00Z,19.0087,20.1,18.1743,0.1851
HARV,2019-06-01T15:30:00Z,2019-06-01T16:00:00Z,19.7116,20.8732,19.1236,0.1205
HARV,2019-06-01T16:00:00Z,2019-06-01T16:30:00Z,20.4748,21.2125,19.9817,0.0692
HARV,2019-06-01T16:30:00Z,2019-06-01T17:00:00Z,20.9796,21.9516,20.3343,0.1401
HARV,2019-06-01T17:00:00Z,2019-06-01T17:30:00Z,21.142,21.9597,20.4185,0.0985
HARV,2019-06-01T17:30:00Z,2019-06-01T18:00:00Z,21.1696,21.7019,20.5245,0.0605
HARV,2019-06-01T18:00:00Z,2019-06-01T18:30:00Z,21.4417,22.014,20.8862,0.059
HARV,2019-06-01T18:30:00Z,2019-06-01T19:00:00Z,21.6019,22.4437,21.0065,0.1656
HARV,2019-06-01T19:00:00Z,2019-06-01T19:30:00Z,21.756,22.5056,21.1343,0.0904
HARV,2019-06-01T19:30:00Z,2019-06-01T20:00:00Z,21.8565,22.265,21.3232,0.0555
HARV,2019-06-01T20:00:00Z,2019-06-01T20:30:00Z,22.0498,22.4202,21.758,0.0276
HARV,2019-06-01T20:30:00Z,2019-06-01T21:00:00Z,22.2657,22.5211,22.1008,0.0088
HARV,2019-06-01T21:00:00Z,2019-06-01T21:30:00Z,22.0148,22.1608,21.8509,0.0077
HARV,2019-06-01T21:30:00Z,2019-06-01T22:00:00Z,21.982,22.1994,21.831,0.0105
HARV,2019-06-01T22:00:00Z,2019-06-01T22:30:00Z,21.4974,21.8313,21.2084,0.0242
HARV,2019-06-01T22:30:00Z,2019-06-01T23:00:00Z,20.9772,21.2117,20.7678,0.0151
HARV,2019-06-01T23:00:00Z,2019-06-01T23:30:00Z,20.5535,20.7881,20.266,0.0192
HARV,2019-06-01T23:30:00Z,2019-06-02T00:00:00Z,19.6978,20.3343,18.4836,0.2428
HARV,2019-06-02T00:00:00Z,2019-06-02T00:30:00Z,17.7742,18.631,17.021,0.2087
HARV,2019-06-02T00:30:00Z,2019-06-02T01:00:00Z,16.532,17.0559,16.0898,0.0779
HARV,2019-06-02T01:00:00Z,2019-06-02T01:30:00Z,15.6936,16.195,15.2522,0.0567
HARV,2019-06-02T01:30:00Z,2019-06-02T02:00:00Z,15.0087,15.3569,14.6188,0.0284
HARV,2019-06-02T02:00:00Z,2019-06-02T02:30:00Z,14.353,14.698,13.9832,0.0391
HARV,2019-06-02T02:30:00Z,2019-06-02T03:00:00Z,13.7818,14.0522,13.4966,0.019
HARV,2019-06-02T03:00:00Z,2019-06-02T03:30:00Z,13.6016,13.8346,13.3719,0.0079
HARV,2019-06-02T03:30:00Z,2019-06-02T04:00:00Z,13.434,13.6823,13.1815,0.0165
HARV,2019-06-02T04:00:00Z,2019-06-02T04:30:00Z,13.2241,13.358,13.0433,0.0062
HARV,2019-06-02T04:30:00Z,2019-06-02T05:00:00Z,12.9016,13.1365,12.6177,0.0132
HARV,2019-06-02T05:00:00Z,2019-06-02T05:30:00Z,12.4927,12.752,12.278,0.0158
HARV,2019-06-02T05:30:00Z,2019-06-02T06:00:00Z,12.3455,12.631,12.2045,0.0077
HARV,2019-06-02T06:00:00Z,2019-06-02T06:30:00Z,12.3603,12.5177,12.2839,0.0024
HARV,2019-06-02T06:30:00Z,2019-06-02T07:00:00Z,12.3131,12.3896,12.25,9e-4
HARV,2019-06-02T07:00:00Z,2019-06-02T07:30:00Z,12.1355,12.2599,11.9897,0.0057
HARV,2019-06-02T07:30:00Z,2019-06-02T08:00:00Z,11.9092,12.0487,11.7474,0.005
HARV,2019-06-02T08:00:00Z,2019-06-02T08:30:00Z,11.7986,11.9295,11.6247,0.0053
HARV,2019-06-02T08:30:00Z,2019-06-02T09:00:00Z,11.7408,11.7959,11.6437,0.0013
HARV,2019-06-02T09:00:00Z,2019-06-02T09:30:00Z,11.7717,11.798400000000001,11.7507,1e-4
HARV,2019-06-02T09:30:00Z,2019-06-02T10:00:00Z,11.7758,11.8729,11.7299,5e-4
HARV,2019-06-02T10:00:00Z,2019-06-02T10:30:00Z,11.9352,12.1546,11.7928,0.0098
HARV,2019-06-02T10:30:00Z,2019-06-02T11:00:00Z,12.1749,12.2975,12.0544,0.0022
HARV,2019-06-02T11:00:00Z,2019-06-02T11:30:00Z,12.5721,12.9611,12.2794,0.0375
HARV,2019-06-02T11:30:00Z,2019-06-02T12:00:00Z,13.1672,13.6264,12.8775,0.0361
HARV,2019-06-02T12:00:00Z,2019-06-02T12:30:00Z,13.9614,14.3797,13.4698,0.0659
HARV,2019-06-02T12:30:00Z,2019-06-02T13:00:00Z,14.3566,14.5969,14.1761,0.0058
HARV,2019-06-02T13:00:00Z,2019-06-02T13:30:00Z,14.7538,15.0429,14.5073,0.0108
HARV,2019-06-02T13:30:00Z,2019-06-02T14:00:00Z,15.0512,15.3463,14.8721,0.008
HARV,2019-06-02T14:00:00Z,2019-06-02T14:30:00Z,15.4053,15.9954,15.0637,0.0636
HARV,2019-06-02T14:30:00Z,2019-06-02T15:00:00Z,15.9034,16.469,15.5226,0.0393
HARV,2019-06-02T15:00:00Z,2019-06-02T15:30:00Z,16.5533,17.221,16.103,0.041
HARV,2019-06-02T15:30:00Z,2019-06-02T16:00:00Z,17.4966,18.3573,16.5451,0.2325
HARV,2019-06-02T16:00:00Z,2019-06-02T16:30:00Z,18.4622,19.1444,17.71,0.0837
HARV,2019-06-02T16:30:00Z,2019-06-02T17:00:00Z,19.0892,20.0918,18.3447,0.1687
HARV,2019-06-02T17:00:00Z,2019-06-02T17:30:00Z,19.709,20.4871,18.7233,0.137
HARV,2019-06-02T17:30:00Z,2019-06-02T18:00:00Z,20.0068,20.4883,19.4683,0.0729
HARV,2019-06-02T18:00:00Z,2019-06-02T18:30:00Z,20.5948,21.4483,19.9977,0.1007
HARV,2019-06-02T18:30:00Z,2019-06-02T19:00:00Z,21.3385,22.014,20.8577,0.0621
HARV,2019-06-02T19:00:00Z,2019-06-02T19:30:00Z,20.9906,21.337,20.4374,0.0594
HARV,2019-06-02T19:30:00Z,2019-06-02T20:00:00Z,20.2045,20.4345,19.966,0.0115
HARV,2019-06-02T20:00:00Z,2019-06-02T20:30:00Z,19.8851,20.0886,19.5607,0.013
HARV,2019-06-02T20:30:00Z,2019-06-02T21:00:00Z,16.1363,19.5531,15.4827,0.6881
HARV,2019-06-02T21:00:00Z,2019-06-02T21:30:00Z,16.1793,16.5423,15.5122,0.0859
HARV,2019-06-02T21:30:00Z,2019-06-02T22:00:00Z,16.595,16.7848,16.4537,0.0046
HARV,2019-06-02T22:00:00Z,2019-06-02T22:30:00Z,16.6638,16.9162,16.5163,0.0077
HARV,2019-06-02T22:30:00Z,2019-06-02T23:00:00Z,16.5713,16.7589,16.3863,0.0128
HARV,2019-06-02T23:00:00Z,2019-06-02T23:30:00Z,16.3494,16.4301,16.3005,8e-4
HARV,2019-06-02T23:30:00Z,2019-06-03T00:00:00Z,16.3601,16.4519,16.2862,0.0012
HARV,2019-06-03T00:00:00Z,2019-06-03T00:30:00Z,16.3807,16.5365,16.2608,0.0065
HARV,2019-06-03T00:30:00Z,2019-06-03T01:00:00Z,16.2029,16.362,15.9823,0.0105
HARV,2019-06-03T01:00:00Z,2019-06-03T01:30:00Z,15.8238,16.1274,15.0084,0.1091
HARV,2019-06-03T01:30:00Z,2019-06-03T02:00:00Z,14.9151,15.0848,14.7473,0.0074
HARV,2019-06-03T02:00:00Z,2019-06-03T02:30:00Z,15.0092,15.1384,14.8552,0.0035
HARV,2019-06-03T02:30:00Z,2019-06-03T03:00:00Z,14.7156,14.9778,14.4667,0.0223
HARV,2019-06-03T03:00:00Z,2019-06-03T03:30:00Z,14.0586,14.4644,13.5463,0.0673
HARV,2019-06-03T03:30:00Z,2019-06-03T04:00:00Z,13.0451,13.6383,12.5814,0.0762
HARV,2019-06-03T04:00:00Z,2019-06-03T04:30:00Z,12.3299,12.5909,11.9715,0.0184
HARV,2019-06-03T04:30:00Z,2019-06-03T05:00:00Z,11.7644,12.2366,11.3989,0.0432
HARV,2019-06-03T05:00:00Z,2019-06-03T05:30:00Z,11.3786,11.6125,10.998,0.0213
HARV,2019-06-03T05:30:00Z,2019-06-03T06:00:00Z,11.0183,11.7038,10.562,0.0641
HARV,2019-06-03T06:00:00Z,2019-06-03T06:30:00Z,10.5618,11.011,10.0706,0.0393
HARV,2019-06-03T06:30:00Z,2019-06-03T07:00:00Z,10.186,10.6738,9.6639,0.063
HARV,2019-06-03T07:00:00Z,2019-06-03T07:30:00Z,10.209,10.6411,9.6936,0.0479
HARV,2019-06-03T07:30:00Z,2019-06-03T08:00:00Z,9.9968,10.445,9.5518,0.043
HARV,2019-06-03T08:00:00Z,2019-06-03T08:30:00Z,9.2905,9.9843,8.3603,0.1927
HARV,2019-06-03T08:30:00Z,2019-06-03T09:00:00Z,8.4845,8.9366,7.9579,0.0446
HARV,2019-06-03T09:00:00Z,2019-06-03T09:30:00Z,8.4891,8.6785,8.1246,0.0102
HARV,2019-06-03T09:30:00Z,2019-06-03T10:00:00Z,7.942,8.7363,7.5594,0.0795
HARV,2019-06-03T10:00:00Z,2019-06-03T10:30:00Z,7.7448,8.169,7.3677,0.0535
HARV,2019-06-03T10:30:00Z,2019-06-03T11:00:00Z,8.4329,8.7707,7.9776,0.0466
HARV,2019-06-03T11:00:00Z,2019-06-03T11:30:00Z,9.0497,9.414,8.6906,0.0396
HARV,2019-06-03T11:30:00Z,2019-06-03T12:00:00Z,9.8065,10.1932,9.4139,0.0556
HARV,2019-06-03T12:00:00Z,2019-06-03T12:30:00Z,10.5158,10.9619,10.1882,0.0394
HARV,2019-06-03T12:30:00Z,2019-06-03T13:00:00Z,11.132,11.796,10.6942,0.055
HARV,2019-06-03T13:00:00Z,2019-06-03T13:30:00Z,11.6933,12.0943,11.2278,0.029
HARV,2019-06-03T13:30:00Z,2019-06-03T14:00:00Z,12.3491,13.0515,11.6754,0.0981
HARV,2019-06-03T14:00:00Z,2019-06-03T14:30:00Z,12.888,13.537,12.4434,0.0723
HARV,2019-06-03T14:30:00Z,2019-06-03T15:00:00Z,13.657,14.3243,13.0864,0.1002
HARV,2019-06-03T15:00:00Z,2019-06-03T15:30:00Z,14.081,14.5915,13.7103,0.0408
HARV,2019-06-03T15:30:00Z,2019-06-03T16:00:00Z,14.2224,14.6914,13.7661,0.0467
HARV,2019-06-03T16:00:00Z,2019-06-03T16:30:00Z,14.5825,15.3989,13.7683,0.1645
HARV,2019-06-03T16:30:00Z,2019-06-03T17:00:00Z,14.8635,15.7301,14.2953,0.0852
HARV,2019-06-03T17:00:00Z,2019-06-03T17:30:00Z,15.062,15.7529,14.5383,0.0875
HARV,2019-06-03T17:30:00Z,2019-06-03T18:00:00Z,15.1913,16.1059,14.5808,0.1299
HARV,2019-06-03T18:00:00Z,2019-06-03T18:30:00Z,14.8925,15.8075,14.4974,0.0638
HARV,2019-06-03T18:30:00Z,2019-06-03T19:00:00Z,14.7459,15.2059,14.3797,0.0272
HARV,2019-06-03T19:00:00Z,2019-06-03T19:30:00Z,14.6642,15.1509,14.28,0.0528
HARV,2019-06-03T19:30:00Z,2019-06-03T20:00:00Z,14.5851,15.2662,14.1503,0.0765
HARV,2019-06-03T20:00:00Z,2019-06-03T20:30:00Z,14.1303,14.4849,13.852,0.0413
HARV,2019-06-03T20:30:00Z,2019-06-03T21:00:00Z,13.9755,14.5748,13.7619,0.0582
HARV,2019-06-03T21:00:00Z,2019-06-03T21:30:00Z,13.9715,14.4627,13.5843,0.0399
HARV,2019-06-03T21:30:00Z,2019-06-03T22:00:00Z,13.5092,13.8732,13.0199,0.0427
HARV,2019-06-03T22:00:00Z,2019-06-03T22:30:00Z,12.703,13.018,12.3616,0.0288
HARV,2019-06-03T22:30:00Z,2019-06-03T23:00:00Z,11.9372,12.3699,11.5861,0.0486
HARV,2019-06-03T23:00:00Z,2019-06-03T23:30:00Z,11.4041,11.6054,11.0693,0.0181
HARV,2019-06-03T23:30:00Z,2019-06-04T00:00:00Z,10.9789,11.1203,10.8624,0.0038
HARV,2019-06-04T00:00:00Z,2019-06-04T00:30:00Z,10.7207,10.954,10.2893,0.0267
HARV,2019-06-04T00:30:00Z,2019-06-04T01:00:00Z,9.9288,10.4157,9.5292,0.0443
HARV,2019-06-04T01:00:00Z,2019-06-04T01:30:00Z,9.713,9.9232,9.4283,0.0085
HARV,2019-06-04T01:30:00Z,2019-06-04T02:00:00Z,9.3788,9.7009,8.944,0.0271
HARV,2019-06-04T02:00:00Z,2019-06-04T02:30:00Z,8.933,9.1758,8.6695,0.0116
HARV,2019-06-04T02:30:00Z,2019-06-04T03:00:00Z,8.8409,9.2384,8.343,0.0314
HARV,2019-06-04T03:00:00Z,2019-06-04T03:30:00Z,8.6796,9.0339,7.9025,0.0307
HARV,2019-06-04T03:30:00Z,2019-06-04T04:00:00Z,8.6969,9.0195,8.4246,0.0158
HARV,2019-06-04T04:00:00Z,2019-06-04T04:30:00Z,8.6864,8.8926,8.4453,0.0089
HARV,2019-06-04T04:30:00Z,2019-06-04T05:00:00Z,8.4491,8.6988,8.0803,0.0193
HARV,2019-06-04T05:00:00Z,2019-06-04T05:30:00Z,8.4228,8.795,7.9245,0.0279
HARV,2019-06-04T05:30:00Z,2019-06-04T06:00:00Z,8.1306,8.4594,7.8366,0.0162
HARV,2019-06-04T06:00:00Z,2019-06-04T06:30:00Z,8.0825,8.3268,7.7379,0.013
HARV,2019-06-04T06:30:00Z,2019-06-04T07:00:00Z,7.9851,8.2536,7.6828,0.0164
HARV,2019-06-04T07:00:00Z,2019-06-04T07:30:00Z,7.5291,7.808,7.2671,0.0131
HARV,2019-06-04T07:30:00Z,2019-06-04T08:00:00Z,7.4123,7.6742,6.9831,0.0236
HARV,2019-06-04T08:00:00Z,2019-06-04T08:30:00Z,7.2672,7.4874,7.0384,0.0065
HARV,2019-06-04T08:30:00Z,2019-06-04T09:00:00Z,7.2355,7.4918,6.9649,0.0113
HARV,2019-06-04T09:00:00Z,2019-06-04T09:30:00Z,7.0267,7.371,6.5892,0.0252
HARV,2019-06-04T09:30:00Z,2019-06-04T10:00:00Z,6.893,7.079,6.6576,0.0054
HARV,2019-06-04T10:00:00Z,2019-06-04T10:30:00Z,7.1099,7.2575,6.8964,0.0115
HARV,2019-06-04T10:30:00Z,2019-06-04T11:00:00Z,7.4514,7.7136,7.1919,0.0196
HARV,2019-06-04T11:00:00Z,2019-06-04T11:30:00Z,7.9012,8.2205,7.6893,0.0193
HARV,2019-06-04T11:30:00Z,2019-06-04T12:00:00Z,8.5434,9.1568,8.0853,0.0713
HARV,2019-06-04T12:00:00Z,2019-06-04T12:30:00Z,9.3107,9.8675,8.718,0.0668
HARV,2019-06-04T12:30:00Z,2019-06-04T13:00:00Z,9.9068,10.6265,9.3777,0.0776
HARV,2019-06-04T13:00:00Z,2019-06-04T13:30:00Z,10.5702,11.6272,9.905,0.122
HARV,2019-06-04T13:30:00Z,2019-06-04T14:00:00Z,11.577,12.2648,10.799,0.1628
HARV,2019-06-04T14:00:00Z,2019-06-04T14:30:00Z,12.4148,13.1591,11.7786,0.0914
HARV,2019-06-04T14:30:00Z,2019-06-04T15:00:00Z,13.4023,14.5424,12.4608,0.2341
HARV,2019-06-04T15:00:00Z,2019-06-04T15:30:00Z,13.7267,14.8567,13.1175,0.1673
HARV,2019-06-04T15:30:00Z,2019-06-04T16:00:00Z,14.3421,15.2084,13.7976,0.1069
HARV,2019-06-04T16:00:00Z,2019-06-04T16:30:00Z,14.9466,16.2003,14.2245,0.1573
HARV,2019-06-04T16:30:00Z,2019-06-04T17:00:00Z,14.9388,15.6713,14.3622,0.0766
HARV,2019-06-04T17:00:00Z,2019-06-04T17:30:00Z,15.2029,15.842,14.4701,0.0888
HARV,2019-06-04T17:30:00Z,2019-06-04T18:00:00Z,15.2876,16.1538,14.5541,0.1844
HARV,2019-06-04T18:00:00Z,2019-06-04T18:30:00Z,15.8388,16.5453,15.3358,0.0747
HARV,2019-06-04T18:30:00Z,2019-06-04T19:00:00Z,16.1669,16.8485,15.2776,0.1174
HARV,2019-06-04T19:00:00Z,2019-06-04T19:30:00Z,15.984,16.5159,15.5726,0.0428
HARV,2019-06-04T19:30:00Z,2019-06-04T20:00:00Z,16.1667,16.8105,15.747,0.0545
HARV,2019-06-04T20:00:00Z,2019-06-04T20:30:00Z,16.2116,17.0992,15.6853,0.0727
HARV,2019-06-04T20:30:00Z,2019-06-04T21:00:00Z,16.4081,16.8346,16.0499,0.0275
HARV,2019-06-04T21:00:00Z,2019-06-04T21:30:00Z,16.2541,16.5123,16.1274,0.013
HARV,2019-06-04T21:30:00Z,2019-06-04T22:00:00Z,16.0395,16.157,15.8815,0.0051
HARV,2019-06-04T22:00:00Z,2019-06-04T22:30:00Z,15.7135,15.8812,15.5668,0.0053
HARV,2019-06-04T22:30:00Z,2019-06-04T23:00:00Z,15.5547,15.7367,15.3704,0.012
HARV,2019-06-04T23:00:00Z,2019-06-04T23:30:00Z,15.1286,15.3748,14.9183,0.0172
HARV,2019-06-04T23:30:00Z,2019-06-05T00:00:00Z,14.5394,14.9173,14.0275,0.0541
HARV,2019-06-05T00:00:00Z,2019-06-05T00:30:00Z,13.5272,14.0269,13.0539,0.0721
HARV,2019-06-05T00:30:00Z,2019-06-05T01:00:00Z,12.7626,13.0536,12.4596,0.0312
HARV,2019-06-05T01:00:00Z,2019-06-05T01:30:00Z,12.2795,12.4841,12.0507,0.0094
HARV,2019-06-05T01:30:00Z,2019-06-05T02:00:00Z,11.9052,12.1398,11.6558,0.013
HARV,2019-06-05T02:00:00Z,2019-06-05T02:30:00Z,11.6075,11.7528,11.415,0.0083
HARV,2019-06-05T02:30:00Z,2019-06-05T03:00:00Z,11.4089,11.624,11.223,0.01
HARV,2019-06-05T03:00:00Z,2019-06-05T03:30:00Z,11.4046,11.6652,11.2582,0.0049
HARV,2019-06-05T03:30:00Z,2019-06-05T04:00:00Z,11.7105,11.9628,11.4168,0.0143
HARV,2019-06-05T04:00:00Z,2019-06-05T04:30:00Z,11.2697,11.7952,11.0055,0.0412
HARV,2019-06-05T04:30:00Z,2019-06-05T05:00:00Z,11.2185,11.6456,11.0539,0.0127
HARV,2019-06-05T05:00:00Z,2019-06-05T05:30:00Z,11.4782,11.9395,11.269,0.009
HARV,2019-06-05T05:30:00Z,2019-06-05T06:00:00Z,11.5033,11.6849,11.3615,0.0034
HARV,2019-06-05T06:00:00Z,2019-06-05T06:30:00Z,12.3275,12.883,11.6101,0.1552
HARV,2019-06-05T06:30:00Z,2019-06-05T07:00:00Z,13.0533,13.2561,12.8255,0.0073
HARV,2019-06-05T07:00:00Z,2019-06-05T07:30:00Z,13.4625,13.5988,13.2247,0.0072
HARV,2019-06-05T07:30:00Z,2019-06-05T08:00:00Z,13.7812,13.979,13.5516,0.013
HARV,2019-06-05T08:00:00Z,2019-06-05T08:30:00Z,14.0039,14.1105,13.8476,0.0024
HARV,2019-06-05T08:30:00Z,2019-06-05T09:00:00Z,14.1027,14.2329,13.9803,0.0026
HARV,2019-06-05T09:00:00Z,2019-06-05T09:30:00Z,14.1731,14.288,13.9972,0.0024
HARV,2019-06-05T09:30:00Z,2019-06-05T10:00:00Z,14.1691,14.3133,14.0455,0.0032
HARV,2019-06-05T10:00:00Z,2019-06-05T10:30:00Z,14.2558,14.35,14.109,0.0027
HARV,2019-06-05T10:30:00Z,2019-06-05T11:00:00Z,14.3874,14.511,14.2619,0.0063
HARV,2019-06-05T11:00:00Z,2019-06-05T11:30:00Z,14.659,14.8269,14.4651,0.0109
HARV,2019-06-05T11:30:00Z,2019-06-05T12:00:00Z,14.9523,15.245,14.6625,0.0283
HARV,2019-06-05T12:00:00Z,2019-06-05T12:30:00Z,15.5717,16.0257,15.2155,0.0469
HARV,2019-06-05T12:30:00Z,2019-06-05T13:00:00Z,16.0997,16.6919,15.7135,0.0739
HARV,2019-06-05T13:00:00Z,2019-06-05T13:30:00Z,17.3394,18.2284,16.5553,0.2106
HARV,2019-06-05T13:30:00Z,2019-06-05T14:00:00Z,18.4743,19.0869,18.1385,0.0459
HARV,2019-06-05T14:00:00Z,2019-06-05T14:30:00Z,19.0827,20.0102,18.3616,0.1587
HARV,2019-06-05T14:30:00Z,2019-06-05T15:00:00Z,19.8474,20.8692,19.1532,0.1279
HARV,2019-06-05T15:00:00Z,2019-06-05T15:30:00Z,20.3727,20.8128,19.9997,0.0309
HARV,2019-06-05T16:00:00Z,2019-06-05T16:30:00Z,21.8233,22.5569,21.4772,0.0469
HARV,2019-06-05T16:30:00Z,2019-06-05T17:00:00Z,22.2403,22.8328,21.4508,0.083
HARV,2019-06-05T17:00:00Z,2019-06-05T17:30:00Z,22.7455,23.4725,22.2062,0.0648
HARV,2019-06-05T17:30:00Z,2019-06-05T18:00:00Z,22.9573,23.6641,22.3989,0.1166
HARV,2019-06-05T18:00:00Z,2019-06-05T18:30:00Z,22.8994,23.7516,22.4169,0.1246
HARV,2019-06-05T18:30:00Z,2019-06-05T19:00:00Z,22.9489,23.3,22.7377,0.0102
HARV,2019-06-05T19:00:00Z,2019-06-05T19:30:00Z,22.9271,23.4108,22.723,0.0211
HARV,2019-06-05T19:30:00Z,2019-06-05T20:00:00Z,23.7294,24.2337,23.2184,0.0578
HARV,2019-06-05T20:00:00Z,2019-06-05T20:30:00Z,23.7198,23.9621,23.5635,0.008
HARV,2019-06-05T20:30:00Z,2019-06-05T21:00:00Z,23.5693,23.7617,23.4284,0.0067
HARV,2019-06-05T21:00:00Z,2019-06-05T21:30:00Z,23.606,23.9988,23.3405,0.0257
HARV,2019-06-05T21:30:00Z,2019-06-05T22:00:00Z,23.1408,23.3596,22.8572,0.0174
HARV,2019-06-05T22:00:00Z,2019-06-05T22:30:00Z,22.366,22.8577,21.8131,0.1095
HARV,2019-06-05T22:30:00Z,2019-06-05T23:00:00Z,21.4651,21.8116,21.1198,0.0302
HARV,2019-06-05T23:00:00Z,2019-06-05T23:30:00Z,20.6613,21.1249,20.3631,0.052
HARV,2019-06-05T23:30:00Z,2019-06-06T00:00:00Z,20.247,20.379,20.0206,0.0079
HARV,2019-06-06T00:00:00Z,2019-06-06T00:30:00Z,19.8459,20.0267,19.6784,0.0084
HARV,2019-06-06T00:30:00Z,2019-06-06T01:00:00Z,19.5393,19.7515,19.2791,0.0135
HARV,2019-06-06T01:00:00Z,2019-06-06T01:30:00Z,19.0672,19.392,18.3732,0.0719
HARV,2019-06-06T01:30:00Z,2019-06-06T02:00:00Z,18.0446,18.5152,17.7053,0.0406
HARV,2019-06-06T02:00:00Z,2019-06-06T02:30:00Z,17.5798,17.9606,17.2523,0.0428
HARV,2019-06-06T02:30:00Z,2019-06-06T03:00:00Z,17.1714,17.2895,17.0908,0.002
HARV,2019-06-06T03:00:00Z,2019-06-06T03:30:00Z,17.1643,17.2424,17.0811,0.0014
HARV,2019-06-06T03:30:00Z,2019-06-06T04:00:00Z,17.2812,17.5806,17.1488,0.0213
HARV,2019-06-06T04:00:00Z,2019-06-06T04:30:00Z,17.5692,17.7715,17.3696,0.0106
HARV,2019-06-06T04:30:00Z,2019-06-06T05:00:00Z,17.4575,17.65,17.363,0.0058
HARV,2019-06-06T05:00:00Z,2019-06-06T05:30:00Z,17.7779,17.8942,17.6172,0.0051
HARV,2019-06-06T05:30:00Z,2019-06-06T06:00:00Z,18.0237,18.1349,17.878,0.0043
HARV,2019-06-06T06:00:00Z,2019-06-06T06:30:00Z,18.2036,18.2537,18.1326,0.0011
HARV,2019-06-06T06:30:00Z,2019-06-06T07:00:00Z,18.307,18.3732,18.2471,0.0011
HARV,2019-06-06T07:00:00Z,2019-06-06T07:30:00Z,18.3989,18.4474,18.3455,5e-4
HARV,2019-06-06T07:30:00Z,2019-06-06T08:00:00Z,18.4175,18.431,18.4035,0
HARV,2019-06-06T08:00:00Z,2019-06-06T08:30:00Z,18.4627,18.5045,18.4226,3e-4
HARV,2019-06-06T08:30:00Z,2019-06-06T09:00:00Z,18.479,18.4937,18.4669,0
HARV,2019-06-06T09:00:00Z,2019-06-06T09:30:00Z,18.4747,18.4978,18.4596,1e-4
HARV,2019-06-06T09:30:00Z,2019-06-06T10:00:00Z,18.4524,18.4858,18.4197,3e-4
HARV,2019-06-06T10:00:00Z,2019-06-06T10:30:00Z,18.3893,18.4211,18.3676,2e-4
