siteID,testPathogenName,taxonID,collectDate,testResult_mos,avg_temp,min_temp,max_temp,var_temp,testResult_rodent
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Alphavirus sp.,ALPHV,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Flavivirus sp.,FLAV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-05-30T00:00:00Z,0,11.47295625,11.239752083333334,11.74325,0.03303125,0
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Alphavirus sp.,ALPHV,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Flavivirus sp.,FLAV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
HARV,Orthobunyavirus sp.,BUNV1,2019-06-12T00:00:00Z,0,16.020002083333335,15.5794125,16.47835625,0.04880416666666667,NA
